#Command: python3 Fitness_Esimation.py out/H37Rv_TTN.csv demodata/H37Rv/H37Rv_hmm_np.csv out/H37Rv.pickle demodata/H37Rv/H37Rv.prot_table
#Gumbel Calls: Calls from the Gumbel Analysis.
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are classified as ES and those found to be essential through Bernoulli  are classified as ESB
#Gene+TTN Summary: 318ES 54ESB 717GD 1006GA 1886NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gumbel Call,HMM+NP States,Gene+TTN States
Rv0110,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,14,14,True,0.5960880263713165,0.005705935034878048,0.3446676422524326,0.019055848330451743,-0.2514203841188839,0.0020302335295913757,256.3928993814781,237.3,NE,NE,GA
Rv0111,-,POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE ,43,42,True,0.23256553833424212,0.0709241122324692,0.24048164356003948,0.0036616116777995885,0.00791610522579736,0.8169479224817093,77.64036080956213,109.2,NE,NE,GA
Rv0112,gca,"POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) ",31,31,True,-0.3099795999051661,0.03740851396560605,-0.47152611101815656,4.5509151984473827e-07,-0.16154651111299045,2.9111718275289544e-06,35.9270854833859,40.67096774193549,U,NE,GD
Rv0113,gmhA,PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) ,13,12,True,-0.5020786530168242,0.028514818593516296,-0.6205878595069171,2.3655949719358715e-05,-0.11850920649009289,0.18983005005272346,21.58034358927656,23.638461538461534,NE,NE,GD
Rv0114,gmhB,"POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) ",10,10,True,0.4929613176555469,0.06371222342831648,0.2834406560874939,0.11040515907891224,-0.209520661568053,0.07227973367822918,159.2060753973225,172.32,NE,NE,NE
Rv0115,hddA,POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA ,18,18,True,0.35718174109734874,0.07299003309906464,0.41499744666261695,0.0010468613837911755,0.057815705565268216,0.4039075828725266,89.51082088843748,145.86111111111111,NE,NE,GA
Rv0116c,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,18,17,True,0.39124176455957266,0.046467804105568826,0.41467920220336396,0.001070882833988068,0.023437437643791303,0.7677157848038428,108.35049706336193,163.84444444444443,NE,NE,GA
Rv0117,oxyS,OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS ,17,16,True,-0.2013425651680161,0.3498970696736407,-0.19902763278017518,0.14589316101686695,0.002314932387840918,0.9814255708100929,41.13372654286159,52.329411764705874,NE,NE,NE
Rv0118c,oxcA,putative oxalyl-CoA decarboxylase ,26,22,True,-0.5193824372078265,0.0007611195555893189,-0.5983612880303474,2.7955014417954955e-09,-0.07897885082252087,0.06057249003637066,35.91263159415037,40.05769230769231,NE,NE,GD
Rv0119,fadD7,acyl-CoA synthetase ,14,12,True,-0.8882145067535347,1.2630730973648802e-05,-0.7541652952874419,4.6640582610741115e-08,0.13404921146609283,0.09960078427552141,12.121609947910645,8.921428571428573,NE,NE,GD
Rv0120c,fusA2,elongation factor G ,28,24,True,-0.47766837156781305,0.001429962746062583,-0.3287904465795766,0.0012279032227933834,0.14887792498823643,8.67060429049549e-05,19.589471629005256,25.946428571428577,NE,NE,GD
Rv0121c,-,hypothetical protein Rv0121c ,10,9,True,-0.4103450527365455,0.1321287880667838,-0.57755782673356,0.0006635364788954866,-0.16721277399701456,0.15791040317904861,70.83352638584417,41.3,NE,NE,GD
Rv0122,-,hypothetical protein Rv0122 ,9,8,True,-0.3927415196297273,0.17509200242002337,-0.5189223846431767,0.004105384613702092,-0.12618086501344944,0.3638425206821522,30.7897258094236,39.522222222222226,NE,NE,GD
Rv0123,-,hypothetical protein Rv0123 ,9,7,True,-0.6958823402932037,0.010295620106249553,-0.8425170004331645,1.2503735594461014e-06,-0.14663466013996074,0.2809185086328754,42.67419002385858,36.01111111111111,NE,NE,GD
Rv0124,PE_PGRS2,PE-PGRS FAMILY PROTEIN ,14,13,True,-0.3525907119214426,0.12450356783743538,-0.18927297013119246,0.21296730786777637,0.16331774179025013,0.04257027637221661,47.30258652069681,53.17857142857143,NE,NE,NE
Rv0125,pepA,PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) ,10,10,True,0.2753479229931578,0.3241392152102795,0.432552018931592,0.012369618034176464,0.1572040959384342,0.18713573798531835,55.85230355401096,69.08,NE,NE,GA
Rv0126,treS,TREHALOSE SYNTHASE TRES ,31,31,True,0.703833658022625,1.5129541977953815e-07,0.4924990325596246,1.208227142739292e-07,-0.21133462546300036,4.0099702193301765e-09,203.68055994243466,222.24516129032256,U,NE,GA
Rv0127,-,hypothetical protein Rv0127 ,31,31,True,0.3057437410378859,0.04042169216732773,0.3048494422245693,0.0016371082907578982,-0.0008942988133165963,0.9855055890902389,72.50428358464875,98.1741935483871,U,NE,GA
Rv0128,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,20,20,True,0.5018375957277453,0.005392540708840158,0.28714251931414214,0.019809976367867358,-0.2146950764136032,0.00010894538629243061,211.67928519279212,208.73000000000002,NE,NE,GA
Rv0129c,fbpC,SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) ,27,25,True,0.24916899848437507,0.13323466259064043,0.20633959228004542,0.05388634811962841,-0.04282940620432965,0.33601764098157755,113.70046098028078,115.93703703703703,NE,NE,NE
Rv0130,-,hypothetical protein Rv0130 ,4,4,True,-0.12394856257722481,0.7985326582953687,-0.29271220434029294,0.3106971969036477,-0.16876364176306813,0.6424679908016853,99.93899915090222,76.45,NE,NE,NE
Rv0131c,fadE1,PROBABLE ACYL-CoA DEHYDROGENASE FADE1 ,18,18,True,0.18977327223462573,0.36529616380049373,0.06807195095360531,0.6412438843531896,-0.12170132128102042,0.04781468432044077,66.88090026705382,78.82777777777777,NE,NE,NE
Rv0132c,fgd2,PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 ,15,14,True,0.24610723134484822,0.2798753801770376,0.30663239719103297,0.031636842013832996,0.06052516584618475,0.48033334708488024,107.56224650759418,136.7866666666667,NE,NE,GA
Rv0133,-,PROBABLE ACETYLTRANSFERASE ,8,8,True,0.2742861206604356,0.385945093901895,0.20853019488771432,0.30764889747534324,-0.0657559257727213,0.7147427140502532,122.269415683755,134.4625,NE,NE,NE
Rv0134,ephF,POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) ,11,11,True,0.5590876633205035,0.02460013742199931,0.41931083432482275,0.010862692333646388,-0.13977682899568078,0.19424725374454302,167.64167366693974,173.10909090909092,NE,NE,GA
Rv0135c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,12,11,True,-0.19707591095215624,0.4539796240322694,-0.05704020831062226,0.7546638738784721,0.14003570264153398,0.149708946263655,54.48424267293782,64.45833333333333,NE,NE,NE
Rv0136,cyp138,PROBABLE CYTOCHROME P450 138 CYP138 ,23,23,True,0.42234540720635155,0.012935696025511732,0.3106009110688063,0.006086142662403252,-0.11174449613754528,0.017467328297814524,117.4726614013974,146.95652173913044,U,NE,GA
Rv0137c,msrA,methionine sulfoxide reductase A ,11,11,True,0.1497692838541367,0.5942281120086326,0.28723098794582935,0.08794835942169163,0.13746170409169264,0.2025723056854104,107.26179055282665,148.76363636363638,NE,NE,NE
Rv0138,-,hypothetical protein Rv0138 ,7,7,True,1.1103151544527257,0.00015125989664151917,0.6703062988900801,0.0009651529164905147,-0.4400088555626456,0.015592557588421596,659.2882721294254,531.3857142857144,NE,GA,GA
Rv0139,-,POSSIBLE OXIDOREDUCTASE ,12,12,True,0.6817727736638661,0.0031833826816266386,0.5727634042999825,0.00019867148255482505,-0.10900936936388361,0.2772953479583218,251.7527390958185,246.63333333333333,NE,GA,GA
Rv0140,-,hypothetical protein Rv0140 ,15,14,True,0.2965441629913336,0.18583375296365412,0.17938040739584207,0.22360613128122334,-0.11716375559549155,0.1252590632688535,123.47991696934153,129.30666666666667,NE,NE,NE
Rv0141c,-,hypothetical protein Rv0141c ,9,8,True,-0.14239430799511,0.6479641942252338,-0.05562747027748302,0.7916682811126649,0.08676683771762697,0.5610034651381562,57.25704524586014,86.86666666666666,NE,NE,NE
Rv0142,-,hypothetical protein Rv0142 ,7,7,True,0.07473002415788157,0.8441000827390135,0.24551878900406343,0.25747076148955395,0.17078876484618186,0.34386575024327565,40.38718169708344,67.14285714285714,NE,NE,NE
Rv0143c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,28,28,True,0.25608815805674856,0.11402050942449779,0.37486668379686783,0.00019858745800520466,0.11877852574011927,0.0016262089876530144,93.61288312385012,136.4642857142857,U,NE,GA
Rv0144,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,14,14,True,0.7964706276564908,0.00011775604228950443,0.6242960398504849,8.871654473267963e-06,-0.17217458780600592,0.03207285158825296,206.7976682382559,293.5357142857143,NE,NE,GA
Rv0145,-,hypothetical protein Rv0145 ,15,15,True,0.4552573551262724,0.03339015747293498,0.5289257299185264,0.0001173326709032683,0.07366837479225397,0.3697225882681161,118.25296872200907,171.0533333333333,NE,NE,GA
Rv0146,-,hypothetical protein Rv0146 ,17,16,True,0.37167172861349257,0.06922321924320513,0.3123586038115572,0.019055848330451743,-0.059313124801935346,0.4251670640206916,281.3055327018627,180.15294117647062,NE,GA,GA
Rv0147,-,PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT ,26,25,True,0.5814026318366974,0.00012980120641190482,0.5015639509956076,9.059812132363727e-07,-0.0798386808410898,0.057634529511690756,226.21759780877343,230.6230769230769,NE,GA,GA
Rv0148,-,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE ,17,17,True,0.6387553415931828,0.0008224215389664573,0.3791957802881044,0.0039280170717759,-0.2595595613050784,0.00010894538629243061,220.03401335889103,188.20000000000002,NE,GA,GA
Rv0149,-,POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) ,21,20,True,0.38005767619498615,0.03581506825075824,0.32605099903518625,0.005935853029710333,-0.0540066771597999,0.34916572304031324,136.99529122335937,140.71428571428572,NE,GA,GA
Rv0150c,-,hypothetical protein Rv0150c ,5,5,True,-0.18922223824499745,0.6509149968500929,0.45464056705379735,0.06748860896796527,0.6438628052987948,0.022300405955659283,25.603462857239975,39.4,NE,GA,NE
Rv0151c,PE1,PE FAMILY PROTEIN ,44,44,True,0.5742185742442634,3.616282859758468e-07,0.5736479411591467,4.832183460796958e-14,-0.000570633085116623,0.9868547029259473,203.6144220161591,230.025,U,GA,GA
Rv0152c,PE2,PE FAMILY PROTEIN ,40,38,True,0.6664715726504215,1.198064563961319e-08,0.5838091157359426,2.8889104336613144e-13,-0.08266245691447882,0.0013496141317454545,229.08982452565624,259.1825,NE,GA,GA
Rv0153c,ptbB,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) ,11,11,True,0.20294660093704883,0.46157213517863405,0.3249171592565902,0.05253560021057384,0.12197055831954137,0.26593004116742797,61.423666494476294,97.7727272727273,NE,NE,NE
Rv0154c,fadE2,PROBABLE ACYL-CoA DEHYDROGENASE FADE2 ,12,11,True,0.4471461070745171,0.06578273322892636,0.5406651915447782,0.0004651719073355697,0.09351908447026114,0.3638425206821522,148.5797992506791,201.17499999999998,NE,NE,GA
Rv0155,pntAa,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA ,11,11,True,0.3441110554564893,0.18918062854017567,0.3183281890590183,0.0578842378012285,-0.025782866397471016,0.8455295861466767,103.92284411032466,129.73636363636365,NE,NE,NE
Rv0156,pntAb,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB ,1,1,True,0.9342688056582387,0.2891722056161131,0.05682695128228412,0.9320032962920871,-0.8774418543759546,,482.8069631491748,293.2,S,Uncertain,NE
Rv0157,pntB,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB ,15,15,True,0.4639951651581398,0.029774456553529536,0.3073201148734702,0.03114632018480947,-0.1566750502846696,0.03566404509464677,144.15519330969042,171.07333333333332,NE,NE,GA
Rv0158,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,16,16,True,0.713977624375379,0.00024170706801742632,0.4522581996867707,0.0007566829980434784,-0.2617194246886083,0.0002502768386646356,238.05217447215415,222.88125,NE,GA,GA
Rv0159c,PE3,PE FAMILY PROTEIN ,50,50,True,0.5885027121513104,1.920843684509131e-08,0.5610508424083227,3.632584728360251e-15,-0.027451869742987745,0.23414394271337893,250.85316348599375,299.596,U,GA,GA
Rv0160c,PE4,PE FAMILY PROTEIN ,42,39,True,0.328602927663991,0.008749073420305144,0.3421777715005559,2.7023506202705866e-05,0.013574843836564876,0.6843971106856229,152.04362291654107,197.5690476190476,NE,GA,GA
Rv0161,-,POSSIBLE OXIDOREDUCTASE ,19,19,True,-0.10751294487044592,0.6149201655452264,0.11915753115784454,0.37433069086762155,0.22667047602829046,0.00011494263844295746,36.636818392570554,59.78947368421053,NE,NE,NE
Rv0162c,adhE1,PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE ,17,17,True,-0.1507506480384186,0.49656838108288376,-0.18414997908526945,0.17917621465006542,-0.03339933104685086,0.6875550205512052,45.665806884528784,54.46470588235294,NE,NE,NE
Rv0163,-,hypothetical protein Rv0163 ,11,11,True,0.4366540868295042,0.08928733637421048,0.4424508386540852,0.006937829449787918,0.0057967518245810035,0.9704974552116398,135.65987937179364,144.36363636363637,NE,NE,GA
Rv0164,TB18.5,hypothetical protein Rv0164 ,9,2,True,-1.167272296747138,3.6102699259988073e-06,-1.2637380277321182,5.99568883715183e-14,-0.09646573098498012,0.512092952735273,55.80699874263025,126.70000000000002,U,ES,GD
Rv0165c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) ,8,8,True,0.14480817349546918,0.6613402268958608,0.040521070542195455,0.8601576627112759,-0.10428710295327373,0.5334032579638999,142.96717552423925,109.625,NE,NE,NE
Rv0166,fadD5,acyl-CoA synthetase ,28,26,True,0.33176100004300724,0.03422597085641424,0.3040646467727103,0.002985372619991976,-0.02769635327029696,0.5560870236115366,146.5550735348216,164.33214285714288,NE,NE,GA
Rv0167,yrbE1A,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A ,7,7,True,0.1129787074294499,0.7551708560131887,0.34127428876178906,0.10764449272765013,0.22829558133233915,0.19303125969757562,56.29993890079543,95.51428571428572,NE,NE,NE
Rv0168,yrbE1B,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B ,15,15,True,0.4629338699316827,0.03016990438892152,0.40195245260062495,0.0040801165512282045,-0.06098141733105772,0.47560973084129127,114.25011746660691,135.98666666666668,NE,NE,GA
Rv0169,mce1A,MCE-FAMILY PROTEIN MCE1A ,39,38,True,0.297950185759017,0.02412317512193875,0.1978251799689383,0.025139749866020872,-0.10012500579007869,0.00015098159822410354,134.37240802799016,149.53846153846152,NE,NE,GA
Rv0170,mce1B,MCE-FAMILY PROTEIN MCE1B ,18,18,True,0.3897791406320209,0.047431561962098315,0.3746346725325383,0.003366524450378393,-0.01514446809948261,0.8519759775020013,98.87860849513983,132.06666666666666,NE,NE,GA
Rv0171,mce1C,MCE-FAMILY PROTEIN MCE1C ,25,25,True,0.39594290105919006,0.015430415342607886,0.3126121962952203,0.003974878033971952,-0.08333070476396975,0.05701525159002181,86.88771857933341,112.104,U,NE,GA
Rv0172,mce1D,MCE-FAMILY PROTEIN MCE1D ,33,31,True,0.3293019255074221,0.021616812837968714,0.3370948900606935,0.00029435768321896765,0.0077929645532713865,0.8614391439201541,118.97969664887681,145.4848484848485,NE,NE,GA
Rv0173,lprK,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) ,16,15,True,0.36312814366123664,0.08826196656048994,0.3019073115570747,0.02853933049636287,-0.06122083210416196,0.4386773440175969,139.5594432519202,158.4125,NE,NE,GA
Rv0174,mce1F,MCE-FAMILY PROTEIN MCE1F ,31,31,True,0.3326119769364736,0.024847997168518432,0.2951428696436275,0.0023816021817640322,-0.03746910729284608,0.33230181319316693,109.56075019600384,144.59677419354838,U,NE,GA
Rv0175,-,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN ,9,9,True,0.3428703721891956,0.24087800600538917,0.43362668742609184,0.018014938804238646,0.09075631523689626,0.5420148500295457,112.270475282816,178.0111111111111,NE,NE,GA
Rv0176,-,PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN ,15,15,True,0.11877978553794624,0.6219070776430012,0.3145237118222518,0.027229812180521895,0.19574392628430556,0.008539561189098164,45.90276136209737,79.12666666666668,NE,NE,GA
Rv0177,-,PROBABLE CONSERVED MCE ASSOCIATED PROTEIN ,12,12,True,0.1486505469608692,0.5798293469212059,0.12249511358141416,0.4756931291860672,-0.026155433379455056,0.8335477377227014,55.560947013043865,64.64999999999999,NE,NE,NE
Rv0178,-,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN ,12,12,True,0.27948048724495084,0.27241454730399794,0.34362956330448996,0.03114632018480947,0.06414907605953912,0.5632743855767504,91.27583984031618,135.2166666666667,NE,NE,GA
Rv0179c,lprO,POSSIBLE LIPOPROTEIN LPRO ,23,23,True,0.4578788701659952,0.006629013867471011,0.24002575192344464,0.03762957560044619,-0.21785311824255058,6.425721616783328e-06,161.19598593989937,155.27391304347825,U,NE,GA
Rv0180c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,29,28,True,-0.5714400587600142,6.478251054563411e-05,-0.7256214631366031,9.276209548660379e-15,-0.1541814043765889,2.60989738072877e-05,35.21387751595602,14.320689655172416,NE,NE,GD
Rv0181c,-,hypothetical protein Rv0181c ,16,16,True,0.4880621371832058,0.01713478331999294,0.4418840990420922,0.0010120904935252727,-0.0461780381411136,0.5798950713754089,122.4519616572376,198.74999999999997,NE,NE,GA
Rv0182c,sigG,RNA polymerase factor sigma-70 ,20,20,True,0.4459962151358232,0.01451582631221465,0.4377504264330372,0.00024388611057497126,-0.008245788702786028,0.9162683169205541,129.15221310732468,154.45499999999998,U,NE,GA
Rv0183,-,POSSIBLE LYSOPHOSPHOLIPASE ,16,16,True,0.724616791984822,0.0001904907653101829,0.5751896204055036,1.2240372717087845e-05,-0.1494271715793184,0.03141320705479772,174.35933272157374,210.03125,NE,NE,GA
Rv0184,-,hypothetical protein Rv0184 ,11,11,True,-0.16395231194943605,0.5580202724561089,-0.3535453313818778,0.03390342894567277,-0.18959301943244178,0.07062556714293743,90.46957066809772,70.15454545454546,NE,NE,GD
Rv0185,-,hypothetical protein Rv0185 ,10,7,True,-0.6404545629791418,0.012935696025511732,-0.4641504856149828,0.0068842970109500145,0.17630407736415904,0.13440031778521322,23.82390553034308,39.13,NE,NE,GD
Rv0186,bglS,PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) ,34,34,True,-0.07260169475914303,0.6509149968500929,0.053627011109793205,0.6105752248726605,0.12622870586893625,3.9056406613423616e-05,39.78345486358828,57.952941176470596,U,NE,NE
Rv0187,-,PROBABLE O-METHYLTRANSFERASE ,8,8,True,-0.09490031207301433,0.7845641784590696,0.026052201552309806,0.9135032937944795,0.12095251362532414,0.4562035258611993,30.764749808566656,54.237500000000004,NE,NE,NE
Rv0188,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,11,11,True,0.16154397263618808,0.563290633724556,0.07162133213243065,0.7047143073770996,-0.08992264050375744,0.4386773440175969,89.49449960996512,144.71818181818182,NE,NE,NE
Rv0189c,ilvD,dihydroxy-acid dehydratase ,23,2,False,,,,,,,,0.0782608695652174,E,ES,ES
Rv0190,-,hypothetical protein Rv0190 ,3,3,True,0.5281009335281455,0.2999351228678641,0.2938298742510802,0.3839867129403716,-0.23427105927706526,0.6402995498841952,261.271553261179,164.9,S,GA,NE
Rv0191,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,20,20,True,0.4622581635799548,0.011117869718537437,0.33787483303156707,0.005391901192746633,-0.12438333054838774,0.022949925049411797,296.52397213535494,252.34000000000006,NE,GA,GA
Rv0192,-,hypothetical protein Rv0192 ,11,11,True,0.8702120723520133,0.00020265368010698376,0.5858585015695346,0.00027307127655369596,-0.2843535707824787,0.0074367851794011055,344.67111081802074,304.5181818181818,NE,GA,GA
Rv0192A,-,CONSERVED SECRETED PROTEIN ,4,4,True,0.7172879094367326,0.09280684004993986,0.603962340385548,0.028905678780193855,-0.11332556905118463,0.7629928063601018,197.50951881927193,217.2,S,GA,GA
Rv0193c,-,hypothetical protein Rv0193c ,35,35,True,0.5997514515552529,2.6219844302457176e-06,0.4901985080318304,1.899871573880566e-08,-0.10955294352342249,0.0002238120524751364,161.78115810735937,197.42000000000004,U,GA,GA
Rv0194,-,PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER ,56,56,True,0.5898281419792362,2.0353372572174318e-09,0.5510039382190555,2.2929244261708316e-16,-0.0388242037601807,0.041140080846993055,213.66100529757642,245.9089285714286,U,GA,GA
Rv0195,-,POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) ,6,6,True,0.8041597183074032,0.01598909943876795,0.5789690176004116,0.009189718089901985,-0.22519070070699154,0.28532389531135405,263.6112493580776,301.51666666666665,NE,GA,GA
Rv0196,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,7,7,True,0.5119810582271648,0.11402050942449779,0.4383323887855053,0.035885074650435396,-0.07364866944165949,0.7216409857384456,86.47503926858374,169.0,NE,NE,GA
Rv0197,-,POSSIBLE OXIDOREDUCTASE ,33,33,True,0.14718830792113108,0.3414406474526178,0.001902276369838371,0.9866033284621947,-0.14528603155129272,5.477731689122559e-06,63.93292917299488,70.09393939393941,U,NE,NE
Rv0198c,-,PROBABLE ZINC METALLOPROTEASE ,43,40,True,-0.21855025652454718,0.09335634398473654,-0.13609763831587024,0.11238585075671667,0.08245261820867694,0.0005492189350920253,42.59031214822364,57.104651162790695,NE,NE,NE
Rv0199,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,12,12,True,0.16766721771179693,0.5277557112108344,0.30514159319991585,0.05738608036159155,0.13747437548811892,0.15867358402740572,75.02720507662278,111.85833333333333,NE,NE,NE
Rv0200,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,7,6,True,-0.24438480347608513,0.47843308868291146,0.17245034421740812,0.438458816103409,0.4168351476934933,0.020726293006120028,35.89834792146277,86.75714285714285,NE,NE,NE
Rv0201c,-,hypothetical protein Rv0201c ,9,9,True,0.2919349171445504,0.32121239098673227,0.33988422847501965,0.06685457478598886,0.04794931133046926,0.7652205346940628,58.994963577084455,86.68888888888888,NE,NE,NE
Rv0202c,mmpL11,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 ,39,37,True,0.2412915170499625,0.07487718153244965,0.31322893322193346,0.00025069105262654737,0.07193741617197097,0.007266911366437423,68.0641678490209,104.17179487179487,NE,NE,GA
