#Command: python3 Fitness_Esimation.py demodata/out/H37Rv_expected_counts.csv demodata/H37Rv/H37RvBD1.prot_table demodata/out/H37Rv_gumbel_gene_predictions.csv
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 315ES 54ESB 731GD 1036GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,M0 Fitness Estimation,M1 Fitness Estimation,Mean Actual Count,TTN-Fitness Assesment
Rv0121c,-,hypothetical protein Rv0121c ,10,9,True,-0.44327926204459184,0.11010700269007484,-0.61647696189036,0.00032801213789220924,-0.5562924480885747,-0.31010426178485173,40.44,GD
Rv0122,-,hypothetical protein Rv0122 ,9,8,True,-0.4263258490719918,0.14764888623186628,-0.5558442372303225,0.002372022431199305,-0.5180005752200246,-0.28958650384852186,38.56666666666667,GD
Rv0123,-,hypothetical protein Rv0123 ,9,7,True,-0.6984807385537507,0.012022448021754928,-0.8503191690515818,1.5162311230161547e-06,-0.7717374754515134,-0.4518839773466441,35.58888888888889,GD
Rv0124,PE_PGRS2,PE-PGRS FAMILY PROTEIN ,14,13,True,-0.35575232811078344,0.1307229022090931,-0.18695144252383708,0.22624882595879595,-0.5836516774862972,-0.240215139686125,53.114285714285714,NE
Rv0125,pepA,PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) ,10,10,True,0.2964386490846327,0.2979216531964062,0.4587047479026327,0.008768499358100678,-0.03477919477237146,0.06591090031085962,69.27,GA
Rv0126,treS,TREHALOSE SYNTHASE TRES ,31,31,True,0.7191594981085461,1.6778121190146655e-07,0.4997699698373211,1.2655619974443597e-07,-0.1150002843573162,0.014458153278803081,221.61290322580643,GA
Rv0127,-,hypothetical protein Rv0127 ,31,31,True,0.3109554661752249,0.04193451017004829,0.3100794358062127,0.0015983928011571815,-0.16475668252476094,-0.002431959595727255,96.63870967741936,GA
Rv0128,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,20,20,True,0.517632224279623,0.005000338996515272,0.29592859570391333,0.01781680875481627,-0.29322344957218904,-0.06466952986429136,209.67,GA
Rv0129c,fbpC,SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) ,27,25,True,0.2626111670863431,0.12006513834178563,0.21746912857977851,0.04459012919244594,-0.2929194490569335,-0.08506240201805801,116.03333333333332,GA
Rv0130,-,hypothetical protein Rv0130 ,4,4,True,-0.14409936593935402,0.7697725116128347,-0.31705220209307805,0.2768108003069584,-0.5233072013035645,-0.24270195351135881,76.30000000000001,NE
Rv0131c,fadE1,PROBABLE ACYL-CoA DEHYDROGENASE FADE1 ,18,18,True,0.18584811307793783,0.38919414023676396,0.06008666008509233,0.6883177914380627,-0.1931464871459153,-0.07737477725812562,77.15000000000002,NE
Rv0132c,fgd2,PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 ,15,14,True,0.25921607911313976,0.2639834509072082,0.3223113126407799,0.02558494902717375,-0.3701264638798411,-0.1780052970061071,137.52,GA
Rv0133,-,PROBABLE ACETYLTRANSFERASE ,8,8,True,0.2690568980954766,0.40774346484936813,0.20205307852174753,0.33060181254307364,-0.35237161680878926,-0.12663638145387568,135.0625,NE
Rv0134,ephF,POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) ,11,11,True,0.5803702681808508,0.022564745722681134,0.4381780498628286,0.008608499679985634,-0.1496330296501908,0.05480958726726934,174.16363636363636,GA
Rv0135c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,12,11,True,-0.2038104381950975,0.44683167658604883,-0.05801324590191027,0.7529881128808044,-0.5117357754892575,-0.33113159472735015,64.54166666666667,NE
Rv0136,cyp138,PROBABLE CYTOCHROME P450 138 CYP138 ,23,23,True,0.42856765765515165,0.01382837212627679,0.31331852969692,0.0064462323751105725,-0.2303653646118643,-0.018219449276098424,147.62173913043478,GA
Rv0137c,msrA,methionine sulfoxide reductase A ,11,11,True,0.1457220646693737,0.6116982526964583,0.28867145769768116,0.09159663775035227,-0.5191769925266468,-0.3339735415082692,148.87272727272727,NE
Rv0138,-,hypothetical protein Rv0138 ,7,7,True,1.134908604557486,0.00015788201466139702,0.6796522035491581,0.0009764978727978438,-0.08165282656118204,0.030421557296763223,535.5285714285714,GA
Rv0139,-,POSSIBLE OXIDOREDUCTASE ,12,12,True,0.7000688333011637,0.0031044380226713047,0.5871688013867205,0.00017018136102868922,-0.18347170510509409,-0.030996282189014637,248.26666666666668,GA
Rv0140,-,hypothetical protein Rv0140 ,15,14,True,0.3093971765994224,0.17747443070773153,0.1879511104661565,0.20775729055943964,-0.293557194491394,-0.10934071215989215,129.53333333333336,NE
Rv0141c,-,hypothetical protein Rv0141c ,9,8,True,-0.16198513453050958,0.6098431427954941,-0.07157003074802573,0.7373151462299883,-0.5980320989997899,-0.30997052776800815,86.88888888888889,NE
Rv0142,-,hypothetical protein Rv0142 ,7,7,True,0.06621502726093097,0.8640671489272793,0.2422927107092235,0.27156613836199717,-0.254300049394813,-0.034922190897147654,67.21428571428571,NE
Rv0143c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,28,28,True,0.2537098298013803,0.12734105185399167,0.3764443327289972,0.00023411234642891477,-0.37228763563674055,-0.11956734158047692,136.45,GA
Rv0144,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,14,14,True,0.8172234381414712,0.00011538907412664272,0.6407518363437499,7.103307013777682e-06,-0.14160927621941485,0.009177862494983624,295.47857142857134,GA
Rv0145,-,hypothetical protein Rv0145 ,15,15,True,0.4712378985759929,0.031127661556878045,0.5467999069574919,8.643951623109641e-05,-0.2538056842572544,-0.04589636426898994,171.98666666666665,GA
Rv0146,-,hypothetical protein Rv0146 ,17,16,True,0.3881213852061106,0.06308740583698706,0.32738739599037414,0.015278158786834473,-0.3602045752894612,-0.05700189152446303,181.25882352941176,GA
Rv0147,-,PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT ,26,25,True,0.6001797009896553,0.00011430835414449768,0.5174003476054779,5.9784823524894e-07,-0.2545707379062916,-0.03497654938605819,232.15769230769232,GA
Rv0148,-,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE ,17,17,True,0.6614149598916442,0.0007163269780802758,0.3925534194802893,0.0032246897018694165,-0.10500801632283921,0.02990614089505292,189.52941176470586,GA
Rv0149,-,POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) ,21,20,True,0.3969056798663744,0.031751581465330816,0.3395786381174735,0.004709769752011485,-0.242299927725695,0.01627888975430738,141.0047619047619,GA
Rv0150c,-,hypothetical protein Rv0150c ,5,5,True,-0.24809878270501715,0.5548537016055772,0.41647486761258745,0.10100245214503556,-0.3141499562843962,-0.11781988262323727,36.88,NE
Rv0151c,PE1,PE FAMILY PROTEIN ,44,44,True,0.5882602445247724,3.744728230484122e-07,0.5879865299954983,2.965709115802896e-14,-0.2645666492636448,0.036085972647548134,231.10681818181817,GA
Rv0152c,PE2,PE FAMILY PROTEIN ,40,38,True,0.6886761783115397,9.043618217343376e-09,0.6038246836696223,1.0699958776417524e-13,-0.21668847872911381,-0.006642588647912771,261.04,GA
Rv0153c,ptbB,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) ,11,11,True,0.21729886580089772,0.4359238151406789,0.34425235975940377,0.042128939062189535,-0.2678900359290576,-0.15055186045720786,98.5909090909091,GA
Rv0154c,fadE2,PROBABLE ACYL-CoA DEHYDROGENASE FADE2 ,12,11,True,0.466558261965156,0.05989641872034208,0.5632157428652935,0.00032079479626983523,-0.3297974045131986,-0.1558473829311589,202.66666666666666,GA
Rv0155,pntAa,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA ,11,11,True,0.36366787126062144,0.17482997041202622,0.33899116345755237,0.045671177826743944,-0.24270295484116367,-0.01349625148523835,130.67272727272726,GA
Rv0156,pntAb,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB ,1,1,True,0.9610685395413837,0.2856946688141873,0.05641676048623525,0.933120127369323,-1.677929791802752e-14,-2.8833391249944245e-14,297.2,NE
Rv0157,pntB,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB ,15,15,True,0.483401926463654,0.026784684026981975,0.32175062361405854,0.02577596445125741,-0.24278949207122877,-0.09898046776490828,172.46666666666667,GA
Rv0158,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,16,16,True,0.7366657622205888,0.0002172486625346898,0.4659904906170404,0.0006193969595148526,-0.10438075743765048,-0.01952981295024547,225.18124999999998,GA
Rv0159c,PE3,PE FAMILY PROTEIN ,50,50,True,0.6039704107361574,1.8627671097642974e-08,0.5760407943428102,1.8362721835630683e-15,-0.36489148626612256,-0.07391634355422498,301.932,GA
Rv0160c,PE4,PE FAMILY PROTEIN ,42,39,True,0.3410177571118029,0.007759607238167543,0.35567573826421645,1.665850976750722e-05,-0.4468914403159886,-0.12032651170638736,198.4119047619048,GA
Rv0161,-,POSSIBLE OXIDOREDUCTASE ,19,19,True,-0.12888984430419886,0.5497725644274702,0.1062521346086989,0.4375281742020005,-0.3939235010978582,-0.10957367174200024,58.70526315789474,NE
Rv0162c,adhE1,PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE ,17,17,True,-0.16005354649319684,0.4780268573426888,-0.1952744985910589,0.15943528547843355,-0.3911387349039036,-0.1271728567088527,54.205882352941174,NE
Rv0163,-,hypothetical protein Rv0163 ,11,11,True,0.45605746928966145,0.08184553990048121,0.4630739983795957,0.005315169809591256,-0.1952665336964959,-0.020309579751304874,145.10909090909092,GA
Rv0164,TB18.5,hypothetical protein Rv0164 ,9,2,True,-1.1453887564151157,1.0306354579642031e-05,-1.2431368810528916,4.1216289283489897e-13,-1.8445009586489032,-1.414036569333879,127.9111111111111,GD
Rv0165c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) ,8,8,True,0.14090465934438323,0.6791878683217993,0.032022092961824046,0.8928853206294479,-0.3938085410975106,-0.23344294993917294,110.3,NE
Rv0166,fadD5,acyl-CoA synthetase ,28,26,True,0.3457197500340113,0.030764597039313425,0.3179587644153671,0.002161177309096895,-0.3627395982312435,-0.13337456745505857,165.25357142857143,GA
Rv0167,yrbE1A,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A ,7,7,True,0.10450576660036502,0.7792376167463565,0.3385442900884112,0.11651075041616059,-0.3707171578641201,-0.08503024523810222,96.08571428571429,NE
Rv0168,yrbE1B,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B ,15,15,True,0.4816372339517926,0.0273848683138272,0.41890761647913943,0.0031414540579317333,-0.14381707328963955,0.011636957712304023,136.76000000000002,GA
Rv0169,mce1A,MCE-FAMILY PROTEIN MCE1A ,39,38,True,0.3140871253528143,0.019912719366762338,0.21200813918495,0.017609241151058892,-0.35435660938678465,-0.04834485802485366,150.62820512820514,GA
Rv0170,mce1B,MCE-FAMILY PROTEIN MCE1B ,18,18,True,0.39535967076896156,0.049912955182860416,0.3790404297370571,0.003425505003088141,-0.2171288830300689,-0.03836969732873927,132.58888888888887,GA
Rv0171,mce1C,MCE-FAMILY PROTEIN MCE1C ,25,25,True,0.41467009657725573,0.012950974313420965,0.328342230430475,0.0028241606572079756,-0.12543442813791125,0.03074844264065188,112.264,GA
Rv0172,mce1D,MCE-FAMILY PROTEIN MCE1D ,33,31,True,0.34747993383442005,0.017368170213686248,0.3559110547188564,0.00016078787913493764,-0.30884253926794936,-0.10393251599195931,146.56363636363636,GA
Rv0173,lprK,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) ,16,15,True,0.37380505010823056,0.08621739037840831,0.3112881074145256,0.025964707137374227,-0.31978863174941957,-0.010024006458931421,159.7625,GA
Rv0174,mce1F,MCE-FAMILY PROTEIN MCE1F ,31,31,True,0.34665721778931535,0.022253987975736782,0.3082125498768521,0.0017305993796135008,-0.30718121177146096,-0.11666358698346913,145.7258064516129,GA
Rv0175,-,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN ,9,9,True,0.3539402591898085,0.23626056807906187,0.45003176461558814,0.015425963836714197,-0.38488406946857934,-0.0657509662893734,177.2444444444444,GA
Rv0176,-,PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN ,15,15,True,0.12048524356244622,0.6229692229215711,0.3234479600324223,0.025080116339267322,-0.2701734772587654,0.075092117031842,79.11999999999999,GA
Rv0177,-,PROBABLE CONSERVED MCE ASSOCIATED PROTEIN ,12,12,True,0.15600365656300122,0.5662718859463476,0.12877106755234702,0.4565791687523749,-0.14305129610895448,-0.02314367608171513,64.13333333333334,NE
Rv0178,-,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN ,12,12,True,0.27662721106016175,0.2868527060346694,0.3430239236134594,0.034274434998811415,-0.34726362930135213,-0.11373810596880075,135.85,GA
Rv0179c,lprO,POSSIBLE LIPOPROTEIN LPRO ,23,23,True,0.4671301003301998,0.006819804964325381,0.24264124932686595,0.03827952205152203,-0.215770547816665,-0.005174046804764138,156.07391304347826,GA
Rv0180c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,29,28,True,-0.6123931300345439,2.6032727642086122e-05,-0.7714788510714924,4.447935611755962e-16,-0.24642402208068775,-0.12308139402066891,13.137931034482758,GD
Rv0181c,-,hypothetical protein Rv0181c ,16,16,True,0.5003382653716554,0.01701701567739096,0.45329863885470195,0.0008822084763979162,-0.2876985513066621,-0.13709215486154938,198.89999999999998,GA
Rv0182c,sigG,RNA polymerase factor sigma-70 ,20,20,True,0.4582584669981702,0.014172118875932792,0.4510924553395568,0.00019491269926748739,-0.22042806486898864,0.1490231307999368,154.55,GA
Rv0183,-,POSSIBLE LYSOPHOSPHOLIPASE ,16,16,True,0.7442716536995823,0.0001829469621885329,0.5878118915627927,1.0816697707347542e-05,-0.06695735555743056,0.07572723779562648,210.25,GA
Rv0184,-,hypothetical protein Rv0184 ,11,11,True,-0.1718743948741948,0.5434382671526051,-0.36648916227539247,0.029965412281301063,-0.5130407142427622,-0.28317151808902746,69.8,GD
Rv0185,-,hypothetical protein Rv0185 ,10,7,True,-0.634708082470123,0.016658095287841637,-0.45248321430035726,0.00971244340321534,-0.7432615120439761,-0.39135697929903934,39.04,GD
Rv0186,bglS,PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) ,34,34,True,-0.09082680586946622,0.575166981889255,0.0407482204580552,0.7099614356804212,-0.3433868095994226,-0.06366432970558815,57.14411764705883,NE
Rv0187,-,PROBABLE O-METHYLTRANSFERASE ,8,8,True,-0.10647817504160204,0.7601368614151449,0.018708527628123108,0.9372375388163924,-0.33244958182699186,0.03837409569024646,53.7125,NE
Rv0188,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,11,11,True,0.15942767956516657,0.5753394918403543,0.06763747814556381,0.7255453157626949,-0.4945274939708972,-0.2459878046105097,145.21818181818182,NE
Rv0189c,ilvD,dihydroxy-acid dehydratase ,23,2,False,,,,,,,0.043478260869565216,ES
Rv0190,-,hypothetical protein Rv0190 ,3,3,True,0.548132127912238,0.291656108153333,0.3079079539482992,0.36623854211917267,-0.16202859030406755,-0.017477203046840556,166.33333333333334,NE
Rv0191,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,20,20,True,0.46418284612669336,0.01287804096328455,0.3358010425543879,0.006487481972391706,-0.4309799062638874,-0.04454137477899981,254.43500000000003,GA
Rv0192,-,hypothetical protein Rv0192 ,11,11,True,0.8951792862386181,0.0001914466305060173,0.6016184189473168,0.00022931014570338673,-0.08044563201846726,0.10137471187058622,307.24545454545455,GA
Rv0192A,-,CONSERVED SECRETED PROTEIN ,4,4,True,0.7392365307711092,0.09047904329960427,0.622824395177,0.02622706148537479,-0.08837399453300077,0.14341462224475254,218.32500000000002,GA
Rv0193c,-,hypothetical protein Rv0193c ,35,35,True,0.6190400142359068,2.1902894593633623e-06,0.5049332201505473,1.1850213770002411e-08,-0.1679038835638915,-0.0027338712063072123,198.6314285714286,GA
Rv0194,-,PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER ,56,56,True,0.6012120461675587,2.6068979621990818e-09,0.560819369196729,2.103075274304613e-16,-0.28082488735822564,-0.007346511889960431,247.21428571428572,GA
Rv0195,-,POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) ,6,6,True,0.8227673721246471,0.016165835329435496,0.5915472746372914,0.0087711791798865,-0.14782820377708691,0.0673698037351141,303.59999999999997,GA
Rv0196,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,7,7,True,0.5264446621236555,0.11240069952807707,0.4505854199149827,0.033460195231307034,-0.19320977775390155,-0.13010531502435183,169.97142857142856,GA
Rv0197,-,POSSIBLE OXIDOREDUCTASE ,33,33,True,0.1530325180926109,0.3325394840015114,0.00369800278958743,0.976555167677489,-0.18139104520164237,-0.04699175255987362,69.56969696969696,NE
Rv0198c,-,PROBABLE ZINC METALLOPROTEASE ,43,40,True,-0.23018101605252958,0.08287177059493443,-0.14475690617251247,0.09502281917677002,-0.47798587095696954,-0.13570057180646525,56.10930232558139,NE
Rv0199,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,12,12,True,0.16120563099282523,0.5519604675147024,0.30298683959990536,0.06263919025250723,-0.3775296818675518,0.022948909531761864,111.38333333333333,NE
Rv0200,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,7,6,True,-0.2647546720359194,0.450813833047342,0.16629313508822413,0.46339834545705577,-0.704507864289644,-0.4475639289196068,87.10000000000001,NE
Rv0201c,-,hypothetical protein Rv0201c ,9,9,True,0.3042072072975914,0.312120068372661,0.3552374776570454,0.058825299244099745,-0.12230419409270286,-0.01575908140136737,86.27777777777777,NE
Rv0202c,mmpL11,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 ,39,37,True,0.2539282209019979,0.06580863944849762,0.3283505752791543,0.00015222572544410957,-0.2566680857031463,0.004801538389777819,104.6102564102564,GA
Rv0203,-,POSSIBLE EXPORTED PROTEIN ,4,4,True,0.29655254267243203,0.5270346099081373,0.2260460525293237,0.4492489966547953,-0.0030050903829995246,0.02478449483608475,64.4,NE
Rv0204c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,20,20,True,0.4657857699599367,0.012576423361067407,0.5446809476471439,4.756862411299828e-06,-0.20036036870749843,-0.03133003937332786,150.16500000000002,GA
Rv0205,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,12,12,True,0.33564922532818453,0.1916698795394347,0.47019704611934515,0.0030274252130447236,-0.25077089391207946,-0.0329568130970177,124.75,GA
Rv0206c,mmpL3,POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 ,35,7,False,,,,,,,13.965714285714286,ES
Rv0207c,-,hypothetical protein Rv0207c ,9,9,True,0.3328165104030225,0.26688325707417415,0.5844814759046891,0.0013197166843591,-0.3645590570567744,-0.22710454427930593,161.05555555555554,GA
Rv0208c,trmB,tRNA (guanine-N(7))-methyltransferase ,12,12,True,0.06517582403282211,0.8223892991104371,0.16466251906516816,0.3312701221788222,-0.3408660305349029,-0.1647903785910091,81.84166666666667,NE
Rv0209,-,hypothetical protein Rv0209 ,15,14,True,-0.11194319643519346,0.6501407493635476,0.20030765043033139,0.17568487754896395,-0.4209962862721006,-0.07725185701627899,65.02,NE
Rv0210,-,hypothetical protein Rv0210 ,13,13,True,0.36856801068962924,0.13149502002734983,0.38251106862608375,0.012992129013411088,-0.44864539028218353,-0.20007577518320208,212.35384615384615,GA
Rv0211,pckA,phosphoenolpyruvate carboxykinase ,25,24,True,0.18125514353852815,0.3150869276497382,0.031154383594664364,0.8080611038669041,-0.4759319561094166,-0.1380394646421604,146.38,NE
Rv0212c,nadR,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) ,7,6,True,0.11498092859426053,0.7575918915524366,0.0712938689712343,0.7647655958712901,-0.47436674174393256,-0.2641269410798799,125.0,NE
Rv0213c,-,POSSIBLE METHYLTRANSFERASE (METHYLASE) ,31,30,True,0.42893042626792177,0.0036504870510681493,0.41073646299803074,1.988804373382979e-05,-0.22144456672886684,-0.054379931696189314,144.74193548387098,GA
Rv0214,fadD4,acyl-CoA synthetase ,34,33,True,0.18111338812242314,0.23926975741635,0.11300788762138031,0.2575491318857405,-0.3417166153164427,-0.12301634873891519,107.42941176470588,NE
Rv0215c,fadE3,PROBABLE ACYL-CoA DEHYDROGENASE FADE3 ,18,17,True,0.13747037762182543,0.5345257976909868,0.11990873716231247,0.39129072961609673,-0.48996238060328284,-0.18839767079339206,136.5388888888889,NE
Rv0216,-,hypothetical protein Rv0216 ,23,20,True,-0.5847207703138663,0.0004748755191589021,-0.38513618287468393,0.0006925919487341277,-0.5694015428323564,-0.31337492536173017,29.578260869565216,GD
Rv0217c,lipW,POSSIBLE ESTERASE LIPW ,22,21,True,0.09817895916854039,0.6261085208680708,0.06158458876836166,0.6446810245311455,-0.2584614055271356,-0.07654454840032228,73.11363636363636,NE
Rv0218,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,19,18,True,0.29560578423060496,0.1446466269944402,0.23038228965122162,0.07606355483412115,-0.2517776909861752,-0.03241716600075657,113.94736842105263,NE
Rv0219,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,12,12,True,0.11382834620208554,0.6830708912091566,0.022092093864691006,0.9089176394935224,-0.234495416326063,-0.03825007549736472,71.75833333333334,NE
Rv0220,lipC,PROBABLE ESTERASE LIPC ,25,22,True,-0.1885054047446547,0.29525672999079117,-0.1975465780190748,0.0813445283917177,-0.4388444663811436,-0.12397367120959367,56.576,NE
Rv0221,-,hypothetical protein Rv0221 ,28,26,True,0.2264373518279641,0.17755863351069515,0.09440581036689764,0.4003457286916394,-0.405023381793866,-0.19942309468034497,138.1,NE
Rv0222,echA1,enoyl-CoA hydratase ,10,10,True,0.09760584773901206,0.7547097800268247,0.07180684939909862,0.7224263869060539,-0.18820477330319552,0.09448620115388659,62.11,NE
Rv0223c,-,PROBABLE ALDEHYDE DEHYDROGENASE ,25,24,True,-0.03611413615836651,0.8602955674651367,-0.14150339670754222,0.2213310725919101,-0.3193893283783177,-0.18161205263141914,61.472,NE
Rv0224c,-,POSSIBLE METHYLTRANSFERASE (METHYLASE) ,16,2,False,,,,,,,1.58125,ES
Rv0225,-,POSSIBLE CONSERVED PROTEIN ,20,4,True,-1.7694722297677346,1.0835943107050633e-27,-1.831686825680344,1.631815442957643e-60,,,0.06999999999999999,GD
Rv0226c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,30,6,False,,,,,,,26.00333333333333,ES
Rv0227c,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,24,1,False,,,,,,,0.020833333333333332,ES
Rv0228,-,PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE ,15,3,False,,,,,,,13.326666666666664,ES
Rv0229c,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,17,17,True,0.22602212714567224,0.3011505674964246,-0.1387620417269464,0.34081088713823293,-0.3262574826836888,-0.06921876921306809,115.08235294117648,NE
