#Gumbel
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit gumbel murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_gumbel.txt
#Data: b'murray2013_caulobacter_table_S3_remapped.wig'
#Annotation path: b'Caulobacter_NA1000.prot_table'
#FDR Corrected thresholds: 0.996100, 0.064400
#MH Acceptance-Rate:	19.91%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.048927
#Time: 153.75576615333557
#Orf	Name	Desc	k	n	r	s	zbar	Call
CCNA_00332	-	molybdenum transport system permease protein modB	4	4	0	0	0.000000	NE
CCNA_00333	-	LytTr DNA-binding domain protein	6	6	0	0	0.000000	NE
CCNA_00334	-	conserved hypothetical membrane protein	2	2	0	0	-1.000000	S
CCNA_00335	-	putative secreted protein	4	4	0	0	0.000000	NE
CCNA_00336	-	lignostilbene-alpha,beta-dioxygenase	3	3	0	0	0.000000	NE
CCNA_00337	-	TetR-family transcriptional regulator	10	10	0	0	0.000000	NE
CCNA_00338	-	TonB-dependent receptor	49	50	1	2	0.000000	NE
CCNA_00339	-	transporter, major facilitator superfamily	20	21	1	2	0.000000	NE
CCNA_00340	-	succinyl-CoA synthetase beta chain	0	9	9	835	1.000000	E
CCNA_00341	sucD	succinyl-CoA synthetase alpha chain	1	4	2	250	0.043800	NE
CCNA_00342	odhA	2-oxoglutarate dehydrogenase E1 component	1	27	25	2627	0.999100	E
CCNA_00343	odhB	dihydrolipoamide succinyltransferase	0	8	8	1098	0.999900	E
CCNA_00344	-	conserved hypothetical protein	10	10	0	0	0.000000	NE
CCNA_00345	-	alpha/beta family hydrolase	13	14	1	2	0.000000	NE
CCNA_00346	-	dihydrolipoamide dehydrogenase	1	11	10	1229	0.999900	E
CCNA_00347	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_00348	-	methyl-accepting chemotaxis protein	13	13	0	0	0.000000	NE
CCNA_00349	-	integrase/recombinase, XerC-CodV family	11	12	1	2	0.000000	NE
CCNA_00350	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_00351	-	primosomal protein N'	11	14	2	67	0.000000	NE
CCNA_00352	-	integral membrane protein	3	3	0	0	0.000000	NE
CCNA_00353	-	O-antigen acetylase	18	18	0	0	0.000000	NE
CCNA_00354	-	NlpC/P60 CHAP domain amidase protein	4	7	2	40	0.000000	NE
CCNA_00355	-	hypothetical protein with pentapeptide repeats	9	9	0	0	0.000000	NE
CCNA_00356	-	outer membrane protein	14	15	1	2	0.000000	NE
CCNA_00357	-	secretory tripeptidyl aminopeptidase	14	14	0	0	0.000000	NE
CCNA_00358	-	delta 3,5-delta2,4-dienoyl-CoA isomerase precursor	9	9	0	0	0.000000	NE
CCNA_00359	-	SH3 domain-containing cell surface protein	9	9	0	0	0.000000	NE
CCNA_00360	-	alpha/beta hydrolase superfamily protein	6	6	0	0	0.000000	NE
CCNA_00361	-	hot dog superfamily thioesterase	6	7	1	2	0.000000	NE
CCNA_00362	-	zinc uptake regulation protein	4	4	0	0	0.000000	NE
CCNA_00363	-	PAP2 bacterial acid phosphatase	8	9	1	2	0.000000	NE
CCNA_00364	-	deoxyhypusine synthase	8	15	2	164	0.000000	NE
CCNA_00365	-	ornithine decarboxylase	3	17	13	919	1.000000	E
CCNA_00366	-	phosphonates transport ATP-binding protein phnC	8	8	0	0	0.000000	NE
CCNA_00367	-	phosphonates-binding protein	8	8	0	0	0.000000	NE
CCNA_00368	-	phosphonates transport system permease protein phnE	5	5	0	0	0.000000	NE
CCNA_00369	-	magnesium and cobalt efflux protein corC-like protein	4	4	0	0	0.000000	NE
CCNA_00370	-	ATP synthase B chain	1	2	1	2	-1.000000	S
CCNA_00371	-	ATP synthase B' chain	0	1	1	2	-1.000000	S
CCNA_00372	-	ATP synthase C chain	0	5	5	182	0.999900	E
CCNA_00373	-	ATP synthase A chain	0	5	5	584	0.999900	E
CCNA_00374	-	putative ATP synthase protein I	5	5	0	0	0.000000	NE
CCNA_00375	-	conserved hypothetical protein	2	2	0	0	-1.000000	S
CCNA_00376	-	putative membrane spanning protein	5	5	0	0	0.000000	NE
CCNA_00377	smc	chromosome partition protein Smc	10	10	0	0	0.000000	NE
CCNA_00378	-	thiol:disulfide interchange protein dsbA	5	5	0	0	0.000000	NE
CCNA_00379	-	thiol:disulfide interchange protein dsbA	6	6	0	0	0.000000	NE
CCNA_00380	-	conserved hypothetical cytosolic protein	1	2	1	2	-1.000000	S
CCNA_00381	-	A/G-specific adenine DNA glycosylase	11	11	0	0	0.000000	NE
CCNA_00382	ccrM	adenine-specific methyltransferase ccrM	12	13	1	2	0.000000	NE
CCNA_00383	-	ribonuclease HII	4	5	1	2	0.000000	NE
CCNA_00384	-	glucan endo-1,3-beta-glucosidase	9	9	0	0	0.000000	NE
CCNA_00385	-	multidrug resistance protein	15	15	0	0	0.000000	NE
CCNA_00386	-	DNA-3-methyladenine glycosylase	6	6	0	0	0.000000	NE
CCNA_00387	-	hypothetical protein	10	11	1	2	0.000000	NE
CCNA_00388	-	esterase lipase Family protein	7	8	1	2	0.000000	NE
CCNA_00389	-	aminomethyltransferase family protein	6	6	0	0	0.000000	NE
CCNA_00390	-	ADP-heptose--LPS heptosyltransferase	5	5	0	0	0.000000	NE
CCNA_00391	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_00392	-	dihydroorotase	4	5	1	2	0.000000	NE
CCNA_00393	-	RNA polymerase sigma factor	16	16	0	0	0.000000	NE
CCNA_00394	-	YCII-related domain protein	7	7	0	0	0.000000	NE
CCNA_00395	-	feruloyl-CoA synthetase	20	20	0	0	0.076800	U
CCNA_00396	-	conserved hypothetical protein	5	6	1	2	0.000000	NE
CCNA_00397	-	acetolactate synthase	14	14	0	0	0.000000	NE
CCNA_00398	-	hypothetical protein	22	22	0	0	0.266900	U
CCNA_00399	-	zinc metallohydrolase, glyoxalase II family	10	10	0	0	0.000000	NE
CCNA_00400	-	MarR/EmrR-family transcriptional regulator	0	1	1	2	-1.000000	S
CCNA_00401	-	enoyl-CoA hydratase	3	3	0	0	0.000000	NE
CCNA_00402	-	conserved hypothetical membrane protein	5	5	0	0	0.000000	NE
CCNA_00403	-	short chain dehydrogenase	4	4	0	0	0.000000	NE
CCNA_00404	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_00405	-	short chain dehydrogenase	7	7	0	0	0.000000	NE
CCNA_00406	tfoX	DNA transformation protein tfoX	5	5	0	0	0.000000	NE
CCNA_00407	-	acetyltransferase	6	6	0	0	0.000000	NE
CCNA_00408	-	antiporter protein	6	6	0	0	0.000000	NE
CCNA_00409	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_00410	-	acetyltransferase	3	3	0	0	0.000000	NE
CCNA_00411	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_00412	-	CoA pyrophosphatase	4	4	0	0	0.000000	NE
CCNA_00413	-	poly(A) polymerase/tRNA-nucleotidyltransferase	9	10	1	2	0.000000	NE
CCNA_00414	-	type 1 glutamine amidotransferase (GATase1) domain protein	12	12	0	0	0.000000	NE
CCNA_00415	-	hypothetical protein	7	7	0	0	0.000000	NE
CCNA_00416	-	conserved hypothetical membrane protein	8	8	0	0	0.000000	NE
CCNA_00417	-	conserved hypothetical membrane protein	5	5	0	0	0.000000	NE
CCNA_00419	-	fasciclin domain cell surface protein	3	3	0	0	-1.000000	S
CCNA_00420	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_00421	-	dihydroneopterin aldolase	2	3	1	2	-1.000000	S
CCNA_00422	-	SDR pteridine reductase	5	5	0	0	0.000000	NE
CCNA_00423	-	phosphohydrolase, MutT-nudix family	4	4	0	0	0.000000	NE
CCNA_00424	-	aldehyde dehydrogenase	18	18	0	0	0.000000	NE
CCNA_00425	-	hypothetical protein	33	34	1	2	0.000000	NE
CCNA_00426	-	very-short-patch-repair endonuclease	5	5	0	0	0.000000	NE
CCNA_00427	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_00428	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_00429	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_00430	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00431	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00432	-	AsnC-family transcriptional regulator	4	4	0	0	-1.000000	S
CCNA_00433	-	type 1 capsular polysaccharide biosynthesis protein J	1	1	0	0	-1.000000	S
CCNA_00434	-	conserved membrane-spanning protein	3	3	0	0	0.000000	NE
CCNA_00435	-	amino acid transporter	15	15	0	0	0.000000	NE
CCNA_00436	-	acyl-CoA dehydrogenase, short-chain specific	9	10	1	2	0.000000	NE
CCNA_00437	-	methyl-accepting chemotaxis protein	11	11	0	0	0.000000	NE
CCNA_00438	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00439	-	methyl-accepting chemotaxis protein	13	15	1	2	0.000000	NE
CCNA_00440	-	STAS domain protein	1	1	0	0	-1.000000	S
CCNA_00441	cheYI	chemotaxis receiver domain protein cheYI	2	2	0	0	-1.000000	S
CCNA_00442	cheAI	chemotaxis histidine kinase protein cheAI	6	6	0	0	0.000000	NE
CCNA_00443	-	chemotaxis protein cheW	5	6	1	2	0.000000	NE
CCNA_00444	-	chemotaxis protein methyltransferase	15	15	0	0	0.000000	NE
CCNA_00445	-	receiver domain-glutamate methylesterase cheBI	2	2	0	0	-1.000000	S
CCNA_00446	-	chemotaxis receiver domain protein cheYII	1	1	0	0	-1.000000	S
CCNA_00447	cheD	chemotaxis protein cheD	3	3	0	0	-1.000000	S
CCNA_00448	cheU	cheU protein	1	1	0	0	-1.000000	S
CCNA_00449	cheYIII	cheYIII	7	7	0	0	0.000000	NE
CCNA_00450	cheE	cheE protein	3	3	0	0	0.000000	NE
CCNA_00451	-	TonB-dependent receptor	47	47	0	0	0.496100	U
CCNA_00452	-	N-acetylglucosamine-6-phosphate deacetylase	8	8	0	0	0.000000	NE
CCNA_00453	-	glucosamine-6-phosphate deaminase	12	12	0	0	0.000000	NE
CCNA_00454	-	GntR-family transcriptional regulator	9	10	1	2	0.000000	NE
CCNA_00455	nagA	N-acetyl-glucosamine/N-acetyl-chitin oligosaccharide outer membrane transporter nagA	48	48	0	0	0.500100	U
CCNA_00456	-	beta-N-acetylhexosaminidase	20	20	0	0	0.078400	U
CCNA_00457	-	phosphoenolpyruvate-protein phosphotransferase/phosphocarrier protein HPr/PTS system, glucose-specific IIA subunit	8	9	1	2	0.000000	NE
CCNA_00458	-	PTS system, N-acetylglucosamine-specific IIBC component	14	14	0	0	0.000000	NE
CCNA_00459	nhaA	Na+/H+ antiporter nhaA	9	9	0	0	0.000000	NE
CCNA_00460	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_00464	-	Undecaprenyl-phosphate sugar phosphotransferase-related protein	1	1	0	0	-1.000000	S
CCNA_00465	-	UDP-galactopyranose mutase	55	58	1	2	0.000000	NE
CCNA_00466	-	glycosyltransferase	39	42	1	2	0.000000	NE
CCNA_00467	-	oligosaccharide translocase/flippase	43	44	1	2	0.000000	NE
CCNA_00468	-	UDP glucuronic acid epimerase-related protein	4	4	0	0	-1.000000	S
CCNA_00469	-	GT1-family glycosyltransferase	42	43	1	2	0.000000	NE
CCNA_00470	-	O-antigen polymerase	52	52	0	0	0.499300	U
CCNA_00471	-	GDP-L-fucose synthase	12	12	0	0	0.000000	NE
CCNA_00472	-	GDP-mannose 4,6 dehydratase	23	23	0	0	0.359400	U
CCNA_00473	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_00474	trwC	DNA relaxase/conjugal transfer nickase-helicase trwC	25	27	1	2	0.000000	NE
CCNA_00475	trwB	bacterial conjugation protein, ATP binding domain trwB	23	24	1	2	0.000000	NE
CCNA_00476	-	hypothetical protein	7	7	0	0	0.000000	NE
CCNA_00477	-	excisionase	2	2	0	0	-1.000000	S
CCNA_00478	-	hypothetical protein	19	19	0	0	0.000000	NE
CCNA_00479	-	Helix-turn-helix DNA-binding protein	5	7	1	2	0.000000	NE
CCNA_00480	-	bacteriophage P4 integrase	17	17	0	0	0.000000	NE
CCNA_00481	-	HipB transcriptional regulator	2	3	1	2	-1.000000	S
CCNA_00482	-	toxin protein module HipA	12	12	0	0	0.000000	NE
CCNA_00483	-	Zn-dependent hydrolase, glyoxalase II family	7	7	0	0	0.000000	NE
CCNA_00484	-	hypothetical protein	13	13	0	0	0.000000	NE
CCNA_00485	-	ribosomal large subunit pseudouridine synthase D	9	10	1	2	0.000000	NE
CCNA_00486	-	TonB-dependent receptor	31	33	1	2	0.000000	NE
CCNA_00487	-	alkaline phosphatase	26	27	1	2	0.000000	NE
CCNA_00488	-	amino acid efflux permease	4	4	0	0	0.000000	NE
CCNA_00489	-	phosphoribosyl-AMP cyclohydrolase	2	2	0	0	-1.000000	S
CCNA_00490	-	conserved hypothetical membrane protein	12	12	0	0	0.000000	NE
CCNA_00491	-	GTP cyclohydrolase I	3	3	0	0	-1.000000	S
CCNA_00492	-	cysteinyl-tRNA synthetase	0	19	19	1239	0.957700	U
CCNA_00493	-	putative polyketide cyclase-dehydrase/lipid transport protein	4	4	0	0	0.000000	NE
CCNA_00494	-	transport protein	2	6	4	250	0.954600	U
CCNA_00495	-	putative membrane protein insertion efficiency factor YidD	7	7	0	0	0.000000	NE
CCNA_00496	-	threonyl-tRNA synthetase	4	26	9	797	1.000000	E
CCNA_00497	-	putative rhamnosyl transferase	6	6	0	0	0.000000	NE
CCNA_00498	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_00499	-	hypothetical protein	5	6	1	2	0.000000	NE
CCNA_00500	-	hydroxymethylglutaryl-CoA lyase	1	5	3	585	0.998800	E
CCNA_00501	-	glucosyltransferase	15	16	1	2	0.000000	NE
CCNA_00502	-	glycosyl transferase family protein	8	8	0	0	0.000000	NE
CCNA_00503	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_00504	-	23S rRNA methyltransferase	7	7	0	0	0.000000	NE
CCNA_00505	-	ubiquinol-cytochrome c reductase iron-sulfur subunit	6	6	0	0	0.000000	NE
CCNA_00506	-	cytochrome b	24	25	1	2	0.000000	NE
CCNA_00507	-	cytochrome c1	16	16	0	0	0.000000	NE
CCNA_00508	-	aspartate protease	4	4	0	0	0.000000	NE
CCNA_00509	-	phosphoglycerate mutase family	5	5	0	0	-1.000000	S
CCNA_00510	-	carboxymethylenebutenolidase	10	10	0	0	0.000000	NE
CCNA_00511	-	carboxymethylenebutenolidase	11	11	0	0	0.000000	NE
CCNA_00512	-	GTP-binding protein, probable translation factor	8	8	0	0	0.000000	NE
CCNA_00514	-	pirin	5	5	0	0	0.000000	NE
CCNA_00515	-	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	24	24	0	0	0.429900	U
CCNA_00516	-	integral membrane protein	10	10	0	0	0.000000	NE
CCNA_00517	-	peptidyl-tRNA hydrolase	3	7	2	58	0.000000	NE
CCNA_00518	-	LSU ribosomal protein L25P	0	4	4	185	0.999900	E
CCNA_00519	-	conserved hypothetical protein	13	13	0	0	0.000000	NE
CCNA_00520	-	ribose-phosphate pyrophosphokinase	1	8	6	413	1.000000	E
CCNA_00521	-	antitoxin protein	3	3	0	0	0.000000	NE
CCNA_00522	brnT	BrnT-related ribonuclease toxin	3	3	0	0	-1.000000	S
CCNA_00523	-	multicopper polyphenol oxidase	6	6	0	0	0.000000	NE
CCNA_00524	-	conserved hypothetical cytosolic protein	2	5	1	2	0.000000	NE
CCNA_00525	-	prolipoprotein diacylglyceryl transferase	3	12	6	479	0.999900	E
CCNA_00526	-	BMFP membrane fusogenic protein	0	0	0	0	-1.000000	S
CCNA_00527	-	conserved hypothetical protein	2	2	0	0	-1.000000	S
CCNA_00528	-	pyrroline-5-carboxylate reductase	3	4	1	2	-1.000000	S
CCNA_00529	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_00530	-	LSU ribosomal protein L10P	0	4	4	416	0.999900	E
CCNA_00531	-	LSU ribosomal protein L12P (L7/L12)	0	0	0	0	-1.000000	S
CCNA_00532	-	hypothetical protein, RDD superfamily	9	11	2	38	0.000000	NE
CCNA_00533	hfsI	secreted polysaccharide polymerase hfsI	15	15	0	0	0.000000	NE
CCNA_00534	-	conserved hypothetical protein	6	7	1	2	0.000000	NE
CCNA_00535	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00536	-	DNA-directed RNA polymerase beta chain	5	36	15	2483	0.503300	U
CCNA_00537	-	DNA-directed RNA polymerase beta' chain	1	47	46	4004	1.000000	E
CCNA_00538	-	methyl-accepting chemotaxis protein	12	12	0	0	0.000000	NE
CCNA_00539	-	salicylate hydroxylase	23	25	1	2	0.000000	NE
CCNA_00540	-	coproporphyrinogen III oxidase	11	12	1	2	0.000000	NE
CCNA_00541	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00542	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00543	-	methyl-accepting chemotaxis protein	8	8	0	0	0.000000	NE
CCNA_00544	-	acetyl-CoA acetyltransferase	2	2	0	0	-1.000000	S
CCNA_00545	-	acetoacetyl-CoA reductase	7	7	0	0	0.000000	NE
CCNA_00546	-	conserved hypothetical protein	0	4	4	533	0.999700	E
CCNA_00547	-	PurR-family transcriptional regulator	2	2	0	0	-1.000000	S
CCNA_00548	-	transposase, HTH-Tnp1 superfamily	3	3	0	0	0.000000	NE
CCNA_00549	-	transposase, IS2 family	13	14	1	2	0.000000	NE
CCNA_00550	-	LacI-family transcriptional regulator	10	10	0	0	0.000000	NE
CCNA_00551	-	hypothetical protein	7	7	0	0	0.000000	NE
CCNA_00552	-	cupin superfamily protein	7	7	0	0	0.000000	NE
CCNA_00553	-	hydroxyacylglutathione hydrolase	7	7	0	0	0.000000	NE
CCNA_00554	-	methyltransferase	6	6	0	0	0.000000	NE
CCNA_00555	-	nitrogen regulatory protein P-II	4	4	0	0	-1.000000	S
CCNA_00556	-	phospholipase D	12	12	0	0	0.000000	NE
CCNA_00557	-	endonuclease/exonuclease/phosphatase family protein	10	10	0	0	0.000000	NE
CCNA_00558	-	methyltransferase	2	2	0	0	-1.000000	S
CCNA_00559	-	homoserine O-acetyltransferase	15	15	0	0	0.000000	NE
CCNA_00560	sixA	phosphohistidine phosphatase SixA	3	3	0	0	0.000000	NE
CCNA_00561	-	conserved hypothetical cytosolic protein	2	2	0	0	-1.000000	S
CCNA_00562	-	dihydroorotate dehydrogenase	7	8	1	2	0.000000	NE
CCNA_00563	-	SNARE-associated family membrane protein	7	7	0	0	0.000000	NE
CCNA_00564	cenK	sensory transduction protein kinase CenK	0	9	9	809	1.000000	E
CCNA_00565	-	gamma-glutamyltranspeptidase	16	16	0	0	0.000000	NE
CCNA_00566	-	mannonate dehydratase	17	17	0	0	0.000000	NE
CCNA_00567	-	alpha-1,2-mannosidase	44	45	1	2	0.000000	NE
CCNA_00568	-	N-acetylglucosamine-6-phosphate deacetylase	3	3	0	0	0.000000	NE
CCNA_00569	-	glucosamine-6-phosphate deaminase	7	7	0	0	0.000000	NE
CCNA_00570	-	GntR-family transcriptional regulator	14	14	0	0	0.000000	NE
CCNA_00571	-	phosphoenolpyruvate-protein phosphotransferase/phosphocarrier protein HPr/PTS system, glucose-specific IIA subunit	11	12	1	2	0.000000	NE
CCNA_00572	-	PTS system, N-acetylglucosamine-specific IIBC component	14	14	0	0	0.000000	NE
CCNA_00573	-	TonB-dependent receptor	47	50	1	2	0.000000	NE
CCNA_00574	-	alpha-N-acetylglucosaminidase	42	44	1	2	0.000000	NE
CCNA_00575	-	conserved hypothetical protein	13	14	1	2	0.000000	NE
CCNA_00576	oppA	oligopeptide-binding protein oppA	8	8	0	0	0.000000	NE
CCNA_00578	-	family 67 glycosyl hydrolase protein	20	21	1	2	0.000000	NE
CCNA_00579	-	endonuclease	20	22	1	2	0.000000	NE
CCNA_00580	-	AAA ATPase domain protein	15	17	1	2	0.000000	NE
CCNA_00582	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_00583	-	lysozyme family protein	14	14	0	0	0.000000	NE
CCNA_00585	-	hypothetical protein	13	14	1	2	0.000000	NE
CCNA_00586	-	LytR/AlgR-family transcriptional regulator	13	14	1	2	0.000000	NE
CCNA_00587	-	alpha/beta hydrolase family protein	7	7	0	0	0.000000	NE
CCNA_00588	-	SapA domain protein	5	5	0	0	-1.000000	S
CCNA_00589	-	hypothetical protein	16	17	1	2	0.000000	NE
CCNA_00590	-	FixC-family flavoprotein dehydrogenase	9	9	0	0	0.000000	NE
CCNA_00591	-	conserved hypothetical protein	34	35	1	2	0.000000	NE
CCNA_00592	-	ferritin superfamily protein	20	21	1	2	0.000000	NE
CCNA_00593	-	conserved hypothetical protein	21	22	1	2	0.000000	NE
CCNA_00594	-	conserved hypothetical protein	31	32	1	2	0.000000	NE
CCNA_00595	-	FecR family protein	6	6	0	0	0.000000	NE
CCNA_00596	-	RpoE-family sigma factor	5	5	0	0	-1.000000	S
CCNA_00597	-	TonB-dependent receptor	22	25	1	2	0.000000	NE
CCNA_00598	-	TonB-dependent receptor	53	53	0	0	0.505000	U
CCNA_00600	-	conserved hypothetical protein	9	9	0	0	0.000000	NE
CCNA_00601	-	MoxR-like ATPase	7	7	0	0	0.000000	NE
CCNA_00602	-	von Willebrand factor type A domain protein	6	6	0	0	0.000000	NE
CCNA_00603	-	integral membrane protein	8	9	1	2	0.000000	NE
CCNA_00604	-	RDD family membrane protein	7	7	0	0	0.000000	NE
CCNA_00605	-	conserved hypothetical membrane protein	8	8	0	0	0.000000	NE
CCNA_00607	-	TonB-dependent receptor	72	74	1	2	0.000000	NE
CCNA_00608	-	endopygalactorunase	18	20	1	2	0.000000	NE
CCNA_00609	-	PurR-family transcriptional regulator	11	12	1	2	0.000000	NE
CCNA_00610	-	alpha-1,2-mannosidase	38	39	1	2	0.000000	NE
CCNA_00611	-	beta-lactamase	37	39	1	2	0.000000	NE
CCNA_00612	-	L-asparaginase	12	12	0	0	0.000000	NE
CCNA_00613	-	cyanophycinase	10	10	0	0	0.000000	NE
CCNA_00614	-	short-chain fatty acids transporter	15	15	0	0	0.000000	NE
CCNA_00615	-	TonB-dependent receptor	53	56	1	2	0.000000	NE
CCNA_00616	-	Lrp-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_00617	-	arginine N-succinyltransferase, beta chain	10	12	1	2	0.000000	NE
CCNA_00618	-	succinylglutamic semialdehyde dehydrogenase	15	16	1	2	0.000000	NE
CCNA_00619	-	succinylarginine dihydrolase	10	11	1	2	0.000000	NE
CCNA_00620	-	acetylornithine aminotransferase/succinyldiaminopimelate aminotransferase	15	15	0	0	0.000000	NE
CCNA_00621	-	conserved domain hypothetical protein	11	11	0	0	0.000000	NE
CCNA_00622	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00623	-	PAS-family sensor histidine kinase	25	26	1	2	0.000000	NE
CCNA_00624	-	hypothetical protein with pentapeptide repeats	6	6	0	0	0.000000	NE
CCNA_00625	-	two-component receiver domain protein	5	5	0	0	0.000000	NE
CCNA_00626	-	methyl-accepting chemotaxis protein	13	13	0	0	0.000000	NE
CCNA_00627	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_00628	cheY	chemotaxis protein cheY	5	5	0	0	0.000000	NE
CCNA_00629	-	methyl-accepting chemotaxis protein	8	9	1	2	0.000000	NE
CCNA_00630	cheAII	chemotaxis histidine kinase protein cheAII	13	14	1	2	0.000000	NE
CCNA_00631	cheW	chemotaxis protein cheW	5	5	0	0	0.000000	NE
CCNA_00632	-	chemotaxis receiver domain protein CheYII	3	4	1	2	0.000000	NE
CCNA_00633	cheBII	receiver domain-glutamate methylesterase CheBII	12	12	0	0	0.000000	NE
CCNA_00634	-	chemotaxis protein methyltransferase	10	12	1	2	0.000000	NE
CCNA_00635	-	CHASE2 membrane receptor	14	16	1	2	0.000000	NE
CCNA_00636	-	hypothetical protein	17	18	1	2	0.000000	NE
CCNA_00637	-	tetratricopeptide repeat family protein	46	48	1	2	0.000000	NE
CCNA_00638	-	heme:hemopexin-binding protein	47	47	0	0	0.495900	U
CCNA_00639	-	heme:hemopexin-binding protein	29	31	1	2	0.000000	NE
CCNA_00640	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_00641	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_00642	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_00643	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_00644	-	conserved hypothetical protein	16	18	1	2	0.000000	NE
CCNA_00645	nrtA	nitrate binding protein nrtA	12	12	0	0	0.000000	NE
CCNA_00646	nrtB	nitrate transport permease protein nrtB	12	12	0	0	0.000000	NE
CCNA_00647	nrtD	nitrate transport ATP-binding protein nrtD	4	4	0	0	0.000000	NE
CCNA_00648	nasT	nitrate response regulator NasT	5	6	1	2	0.000000	NE
CCNA_00649	-	ABC family transporter protein	9	9	0	0	0.000000	NE
CCNA_00650	narK	MFS superfamily nitrate/nitrite transporter NarK	14	14	0	0	0.000000	NE
CCNA_00651	nirB	nitrite reductase (NAD(P)H) catalytic subunit	25	25	0	0	0.473500	U
CCNA_00652	nasE	nitrite reductase (NAD(P)H) small subunit	2	2	0	0	-1.000000	S
CCNA_00653	nasC	assimilatory nitrate reductase catalytic subunit	17	18	1	2	0.000000	NE
CCNA_00654	-	uroporphyrin-III C-methyltransferase	8	8	0	0	0.000000	NE
CCNA_00655	-	conserved hypothetical protein	38	39	1	2	0.000000	NE
CCNA_00656	-	type I restriction-modification system methylation subunit	20	20	0	0	0.077900	U
CCNA_00657	-	type I restriction-modification system specificity subunit	39	42	1	2	0.000000	NE
CCNA_00658	-	5-methylcytosine-specific restriction enzyme MRR	6	6	0	0	0.000000	NE
CCNA_00659	-	type I restriction-modification system restriction subunit	38	40	1	2	0.000000	NE
CCNA_00660	-	transposase	18	18	0	0	0.000000	NE
CCNA_00661	-	transposase, HTH-Tnp1 superfamily	7	7	0	0	0.000000	NE
CCNA_00662	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_00663	bapE	bacterial apoptosis endonuclease BapE	5	6	1	2	0.000000	NE
CCNA_00664	-	C4-dicarboxylate transport protein	12	12	0	0	0.000000	NE
CCNA_00665	-	GAF-family sensor histidine kinase	7	7	0	0	0.000000	NE
CCNA_00666	-	response regulator receiver domain protein	2	2	0	0	-1.000000	S
CCNA_00667	-	lipopolysaccharide biosynthesis protein	13	13	0	0	0.000000	NE
CCNA_00668	-	capsular polysaccharide biosynthesis protein	4	4	0	0	0.000000	NE
CCNA_00669	-	glycosyltransferase family 99 protein WbsX	21	23	1	2	0.000000	NE
CCNA_00670	-	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	6	7	1	2	0.000000	NE
CCNA_00671	-	ABC-type polysaccharide/polyol phosphate export system, permease component	6	6	0	0	0.000000	NE
CCNA_00672	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_00673	-	AraC-family transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_00674	-	NAD(FAD)-utilizing dehydrogenase	4	4	0	0	0.000000	NE
CCNA_00675	-	VapC-like PIN domain ribonuclease	6	6	0	0	0.000000	NE
CCNA_00676	-	PSK-family transcription factor	2	4	1	2	0.000000	NE
CCNA_00677	-	LSU ribosomal protein L1P	0	4	4	497	0.999900	E
CCNA_00678	-	LSU ribosomal protein L11P	0	6	6	237	1.000000	E
CCNA_00679	-	transposase, IS116/IS110/IS902 family	8	8	0	0	0.000000	NE
CCNA_00680	-	2-hydroxychromene-2-carboxylate isomerase	5	5	0	0	0.000000	NE
